,coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate,fpco2
880,CFSB13,400_28_1,28,400_28,408.25,28,cur,S,B,F,12.975,0.01,T60,1.132,400
899,CFSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,F,11.137,0.01,T60,1.458,2800
910,CFSF11,400_28_3,28,400_28,405.52,28,cur,S,F,F,10.117,0.01,T60,2.905,400
1042,CNSB1,280_31_1,31,280_31,286.83,31,pre,S,B,N,11.196,0.01,T60,1.681,280
1047,CNSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,N,11.107,0.01,T60,1.109,700
1050,CNSB8,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,N,9.859,0.01,T60,1.082,2800
1055,CNSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,N,10.399,0.01,T60,1.521,700
1061,CNSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,N,10.957,0.01,T60,0.694,700
1063,CNSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,N,8.368,0.01,T60,1.003,2800
1117,CNTE10,400_28_3,28,400_28,405.52,28,cur,T,E,N,30.207,0.01,T60,0.696,400
1256,CFSB10,400_31_1,31.1,400_31,434.02,31,cur,S,B,F,11.296,0.01,T90,2.344,400
1257,CFSB13,400_28_1,28,400_28,408.25,28,cur,S,B,F,12.975,0.01,T90,1.533,400
1276,CFSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,F,11.137,0.01,T90,1.194,2800
1287,CFSF11,400_28_3,28,400_28,405.52,28,cur,S,F,F,10.117,0.01,T90,1.414,400
1419,CNSB1,280_31_1,31,280_31,286.83,31,pre,S,B,N,11.196,0.01,T90,0.755,280
1424,CNSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,N,11.107,0.01,T90,0.855,700
1427,CNSB8,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,N,9.859,0.01,T90,0.151,2800
1432,CNSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,N,10.399,0.01,T90,0.731,700
1438,CNSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,N,10.957,0.01,T90,1.119,700
1440,CNSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,N,8.368,0.01,T90,-0.277,2800
1494,CNTE10,400_28_3,28,400_28,405.52,28,cur,T,E,N,30.207,0.01,T90,0.527,400
1633,CFSB10,400_31_1,31.1,400_31,434.02,31,cur,S,B,F,11.296,0.01,total,1.609,400
1634,CFSB13,400_28_1,28,400_28,408.25,28,cur,S,B,F,12.975,0.01,total,1.139,400
1653,CFSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,F,11.137,0.01,total,1.413,2800
1664,CFSF11,400_28_3,28,400_28,405.52,28,cur,S,F,F,10.117,0.01,total,1.924,400
1796,CNSB1,280_31_1,31,280_31,286.83,31,pre,S,B,N,11.196,0.01,total,1.308,280
1801,CNSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,N,11.107,0.01,total,1.105,700
1804,CNSB8,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,N,9.859,0.01,total,0.695,2800
1809,CNSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,N,10.399,0.01,total,1.137,700
1815,CNSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,N,10.957,0.01,total,1.214,700
1817,CNSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,N,8.368,0.01,total,0.301,2800
1871,CNTE10,400_28_3,28,400_28,405.52,28,cur,T,E,N,30.207,0.01,total,0.602,400
142,CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,Pre,NA,280
143,CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,Pre,2.566,700
231,CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,Pre,2.718,700
286,CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,Pre,0.396,700
305,CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,Pre,1.057,280
310,CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,Pre,1.051,2800
519,CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,T30,1.546,280
520,CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,T30,2.37,700
608,CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,T30,2.057,700
663,CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,T30,0.501,700
682,CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,T30,1.598,280
687,CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,T30,0.262,2800
896,CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,T60,3.064,280
897,CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,T60,1.09,700
985,CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,T60,0.733,700
1040,CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,T60,0.904,700
1059,CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,T60,1.562,280
1064,CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,T60,0.726,2800
1273,CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,T90,1.732,280
1274,CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,T90,1.207,700
1362,CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,T90,-0.603,700
1417,CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,T90,0.25,700
1436,CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,T90,1.719,280
1441,CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,T90,0.441,2800
1650,CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,total,2.135,280
1651,CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,total,1.519,700
1739,CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,total,0.655,700
1794,CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,total,0.551,700
1813,CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,total,1.627,280
1818,CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,total,0.488,2800
82,CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,Pre,1.095,280
146,CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,Pre,1.894,2800
311,CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,Pre,0.149,400
459,CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,T30,1.056,280
523,CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,T30,1.058,2800
688,CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,T30,1.208,400
836,CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,T60,1.653,280
900,CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,T60,1.066,2800
1065,CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,T60,1.376,400
1213,CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,T90,0.894,280
1277,CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,T90,0.395,2800
1442,CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,T90,1.114,400
1590,CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,total,1.208,280
1654,CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,total,0.822,2800
1819,CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,total,1.231,400
290,CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,Pre,1.196,280
308,CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,Pre,1.786,700
667,CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,T30,1.522,280
685,CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,T30,0.83,700
1044,CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,T60,2.127,280
1062,CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,T60,1.531,700
1421,CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,T90,1.247,280
1439,CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,T90,0.568,700
1798,CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,total,1.637,280
1816,CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,total,0.978,700
52,CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,Pre,2.382,280
54,CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,Pre,1.849,280
58,CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,Pre,2.21,700
60,CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,Pre,0.693,2800
144,CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,Pre,1.963,700
147,CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,Pre,0.467,400
429,CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,T30,2.258,280
431,CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,T30,2.207,280
435,CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,T30,1.622,700
437,CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,T30,0.282,2800
521,CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,T30,1.753,700
524,CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,T30,1.978,400
806,CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,T60,2.388,280
808,CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,T60,1.627,280
812,CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,T60,1.898,700
814,CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,T60,-0.252,2800
898,CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,T60,3.11,700
901,CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,T60,2.858,400
1183,CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,T90,0.818,280
1185,CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,T90,1.857,280
1189,CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,T90,1.285,700
1191,CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,T90,-0.153,2800
1275,CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,T90,1.374,700
1278,CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,T90,2.317,400
1560,CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,total,1.802,280
1562,CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,total,1.883,280
1566,CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,total,1.597,700
1568,CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,total,-0.06,2800
1652,CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,total,2.086,700
1655,CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,total,2.397,400
61,CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,Pre,1.817,700
438,CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,T30,1.421,700
815,CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,T60,0.85,700
1192,CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,T90,-0.015,700
1569,CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,total,0.713,700
80,CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,Pre,0.517,280
457,CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,T30,0.476,280
834,CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,T60,0.051,280
1211,CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,T90,-0.943,280
1588,CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,total,-0.159,280
50,CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,Pre,1.872,280
427,CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,T30,1.794,280
804,CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,T60,0.681,280
1181,CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,T90,-0.463,280
1558,CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,total,0.633,280
78,CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,Pre,0.688,2800
455,CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,T30,-0.652,2800
832,CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,T60,-1.208,2800
1209,CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,T90,-0.315,2800
1586,CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,total,-0.725,2800
74,CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,Pre,1.549,280
451,CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,T30,1.746,280
828,CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,T60,1.315,280
1205,CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,T90,0.238,280
1582,CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,total,1.071,280
71,CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,Pre,0.247,400
448,CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,T30,-0.123,400
825,CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,T60,-1.896,400
1202,CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,T90,-0.295,400
1579,CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,total,-0.783,400
3,CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,Pre,0.768,280
4,CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,Pre,1.731,400
5,CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,Pre,0.468,700
7,CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,Pre,-0.026,2800
9,CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,Pre,2.167,280
15,CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,Pre,0.109,2800
21,CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,Pre,1.364,700
23,CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,Pre,0.635,2800
25,CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,Pre,0.979,280
26,CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,Pre,0.091,400
28,CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,Pre,0.048,400
31,CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,Pre,-0.294,2800
33,CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,Pre,NA,400
34,CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,Pre,0.513,280
36,CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,Pre,0.471,700
37,CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,Pre,1.455,700
39,CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,Pre,1.518,280
44,CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,Pre,-0.132,2800
46,CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,Pre,-0.07,400
47,CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,Pre,2.516,280
48,CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,Pre,1.166,2800
49,CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,Pre,2.083,400
51,CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,Pre,1.304,400
53,CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,Pre,1.926,700
55,CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,Pre,1.271,2800
56,CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,Pre,1.678,400
57,CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,Pre,1.805,700
59,CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,Pre,1.739,2800
62,CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,Pre,1.182,400
63,CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,Pre,1.49,2800
64,CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,Pre,2.608,280
65,CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,Pre,2.633,400
66,CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,Pre,1.551,700
67,CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,Pre,2.1,700
68,CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,Pre,1.164,2800
69,CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,Pre,1.998,280
70,CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,Pre,0.464,280
72,CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,Pre,1.454,280
73,CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,Pre,0.866,700
75,CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,Pre,-1.233,400
76,CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,Pre,1.581,700
77,CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,Pre,0.383,2800
79,CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,Pre,1.499,400
81,CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,Pre,0.352,2800
83,CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,Pre,0.625,400
84,CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,Pre,0.536,700
85,CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,Pre,0.363,400
86,CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,Pre,0.746,2800
87,CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,Pre,0.477,2800
88,CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,Pre,1.64,700
89,CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,Pre,0.655,280
90,CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,Pre,1.738,280
91,CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,Pre,1.03,700
92,CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,Pre,0.538,280
93,CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,Pre,0.39,2800
94,CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,Pre,-0.189,2800
95,CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,Pre,0.755,400
96,CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,Pre,0.566,280
97,CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,Pre,-0.351,280
98,CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,Pre,1.211,700
99,CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,Pre,-0.29,400
100,CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,Pre,-0.249,400
101,CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,Pre,0.148,2800
102,CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,Pre,NA,700
103,CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,Pre,-0.085,2800
104,CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,Pre,2.036,700
105,CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,Pre,1.063,700
106,CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,Pre,0.949,2800
107,CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,Pre,1.096,2800
108,CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,Pre,1.497,280
109,CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,Pre,0.939,280
110,CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,Pre,1.202,400
111,CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,Pre,-0.35,400
112,CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,Pre,0.92,700
113,CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,Pre,1.026,2800
114,CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,Pre,0.775,2800
115,CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,Pre,0.474,700
134,CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,Pre,1.177,400
141,CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,Pre,2.032,400
155,CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,Pre,1.561,280
163,CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,Pre,0.708,280
164,CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,Pre,0.434,280
165,CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,Pre,0.362,400
166,CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,Pre,0.414,700
167,CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,Pre,0.543,700
168,CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,Pre,0.451,2800
169,CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,Pre,0.366,2800
170,CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,Pre,0.106,400
171,CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,Pre,0.494,280
172,CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,Pre,0.222,280
173,CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,Pre,0.204,400
174,CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,Pre,0.122,700
175,CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,Pre,0.392,700
176,CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,Pre,0.065,2800
177,CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,Pre,-1.213,400
178,CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,Pre,1.179,400
179,CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,Pre,0.078,400
180,CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,Pre,0.246,280
181,CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,Pre,0.011,400
182,CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,Pre,0.965,700
183,CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,Pre,0.163,2800
184,CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,Pre,0.079,400
185,CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,Pre,0.451,700
186,CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,Pre,0.553,700
187,CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,Pre,1.702,280
193,CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,Pre,0.779,2800
