coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate2,fpco2,rate,gross
CNAA9,2800_28_1,28.1,2800_28,3369.78,28,ext,A,A,N,10.005,4.00E-03,Pre,0,2800,1.163,
CNAB10,280_28_1,28,280_28,302.69,28,pre,A,B,N,9.038,9.00E-03,Pre,0,280,1.062,
CNAB11,400_31_1,31.1,400_31,434.02,31,cur,A,B,N,7.304,2.00E-03,Pre,0,400,0.462,
CNAB12,2800_28_1,28.1,2800_28,3369.78,28,ext,A,B,N,6.944,1.00E-03,Pre,0,2800,-0.195,
CNAB13,280_31_1,31,280_31,286.83,31,pre,A,B,N,12.161,8.00E-03,Pre,0,280,1.051,
CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,Pre,0,700,4.095,
CNAB19,400_28_1,28,400_28,408.25,28,cur,A,B,N,6.617,8.00E-03,Pre,0,400,0.398,
CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,Pre,0,700,0.429,
CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,Pre,0,2800,0.082,
CNAC1,280_31_2,30.9,280_31,286.61,31,pre,A,C,N,8.864,7.00E-03,Pre,0,280,1.337,
CNAC12,400_28_2,28.1,400_28,400.02,28,cur,A,C,N,6.932,6.00E-03,Pre,0,400,0.139,
CNAC2,280_28_2,27.9,280_28,314.65,28,pre,A,C,N,11.649,5.00E-03,Pre,0,280,1.325,
CNAC3,400_31_2,31.1,400_31,447.02,31,cur,A,C,N,8.534,4.00E-03,Pre,0,400,1.162,
CNAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,N,9.56,2.00E-03,Pre,0,700,1.069,
CNAC6,700_28_2,28.1,700_28,707.17,28,eoc,A,C,N,10.235,5.00E-03,Pre,0,700,0.948,
CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,Pre,0,2800,0.975,
CNAC8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,C,N,10.829,2.00E-03,Pre,0,2800,1.281,
CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,Pre,0,280,1.539,
CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,Pre,0,280,1.392,
CNAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,N,12.839,6.00E-03,Pre,0,400,-0.209,
CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,Pre,0,700,1.502,
CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,Pre,0,700,1.701,
CNAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,N,12.793,3.00E-03,Pre,0,2800,0.775,
CNAD8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,D,N,9.482,4.00E-03,Pre,0,2800,0.358,
CNAD9,400_28_2,28.1,400_28,400.02,28,cur,A,D,N,12.847,5.00E-03,Pre,0,400,1.379,
CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,Pre,0,280,1.202,
CNAE11,400_28_3,28,400_28,405.52,28,cur,A,E,N,9.245,4.00E-03,Pre,0,400,0.066,
CNAE2,280_28_3,27.9,280_28,317.27,28,pre,A,E,N,8.297,4.00E-03,Pre,0,280,0.233,
CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,Pre,0,700,1.151,
CNAE6,700_28_3,28.1,700_28,689.5,28,eoc,A,E,N,9.108,5.00E-03,Pre,0,700,2.154,
CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,Pre,0,2800,-0.345,
CNAE8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,E,N,7.201,2.00E-03,Pre,0,2800,-0.052,
CNAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,N,13.161,8.00E-03,Pre,0,280,1.874,
CNAF11,2800_28_3,28.1,2800_28,3219.84,28,ext,A,F,N,13.133,6.00E-03,Pre,0,2800,1.253,
CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,Pre,0,280,0.999,
CNAF5,700_31_3,30.9,700_31,675.24,31,eoc,A,F,N,11.216,4.00E-03,Pre,0,700,1.674,
CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,Pre,0,700,2.718,
CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,Pre,0,2800,1.254,
CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,Pre,0,400,0.414,
CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,Pre,0,700,0.247,
CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,Pre,0,280,1.074,
CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,Pre,0,400,-0.253,
CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,Pre,0,700,-0.161,
CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,Pre,0,2800,0.368,
CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,Pre,0,2800,1.126,
CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,Pre,0,400,2.041,
CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,Pre,0,280,1.283,
CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,Pre,0,280,0.486,
CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,Pre,0,400,1.833,
CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,Pre,0,700,2.401,
CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,Pre,0,700,2.365,
CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,Pre,0,2800,1.503,
CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,Pre,0,2800,2.114,
CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,Pre,0,280,1.135,
CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,Pre,0,400,0.519,
CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,Pre,0,280,1.591,
CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,Pre,0,400,1.472,
CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,Pre,0,700,0.797,
CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,Pre,0,700,1.281,
CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,Pre,0,2800,1.831,
CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,Pre,0,2800,1.248,
CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,Pre,0,280,1.643,
CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,Pre,0,400,1.617,
CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,Pre,0,280,2.572,
CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,Pre,0,400,0.845,
CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,Pre,0,700,2.865,
CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,Pre,0,700,1.654,
CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,Pre,0,2800,1.787,
CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,Pre,0,2800,0.755,
CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,Pre,0,280,0.607,
CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,Pre,0,2800,-0.429,
CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,Pre,0,400,0.135,
CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,Pre,0,280,2.256,
CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,Pre,0,400,1.116,
CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,Pre,0,700,1.517,
CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,Pre,0,700,1.337,
CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,Pre,0,2800,1.242,
CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,Pre,0,280,0.946,
CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,Pre,0,400,-0.171,
CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,Pre,0,280,1.802,
CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,Pre,0,400,0.947,
CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,Pre,0,700,0.935,
CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,Pre,0,700,2.186,
CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,Pre,0,2800,1.508,
CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,Pre,0,2800,1.283,
CNSA1,280_31_1,31,280_31,286.83,31,pre,S,A,N,9.448,6.00E-03,Pre,0,280,1.886,
CNSA17,400_28_1,28,400_28,408.25,28,cur,S,A,N,6.707,6.00E-03,Pre,0,400,-0.039,
CNSA18,2800_31_1,30.9,2800_31,3258.29,31,ext,S,A,N,8.888,4.00E-03,Pre,0,2800,1.188,
CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,Pre,0,400,-0.549,
CNSA5,700_31_1,30.9,700_31,666.85,31,eoc,S,A,N,8.813,6.00E-03,Pre,0,700,1.684,
CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,Pre,0,700,0.396,
CNSB1,280_31_1,31,280_31,286.83,31,pre,S,B,N,11.196,0.01,Pre,0,280,2.674,
CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,Pre,0,280,1.196,
CNSB20,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,N,6.394,6.00E-03,Pre,0,2800,1.717,
CNSB3,400_31_1,31.1,400_31,434.02,31,cur,S,B,N,11.577,7.00E-03,Pre,0,400,1.217,
CNSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,N,11.107,0.01,Pre,0,700,1.956,
CNSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,N,10.674,8.00E-03,Pre,0,700,1.404,
CNSB7,400_28_1,28,400_28,408.25,28,cur,S,B,N,12.183,7.00E-03,Pre,0,400,0.808,
CNSB8,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,N,9.859,0.01,Pre,0,2800,0.76,
CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,Pre,0,280,1.088,
CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,Pre,0,400,1.132,
CNSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,N,7.851,5.00E-03,Pre,0,400,1.197,
CNSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,N,9.474,7.00E-03,Pre,0,700,1.697,
CNSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,N,10.399,0.01,Pre,0,700,1.035,
CNSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,N,9.315,6.00E-03,Pre,0,2800,1.191,
CNSC8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,N,8.767,7.00E-03,Pre,0,2800,-0.111,
CNSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,N,9.161,8.00E-03,Pre,0,280,1.832,
CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,Pre,0,280,1.057,
CNSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,N,9.112,8.00E-03,Pre,0,400,0.73,
CNSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,N,10.957,0.01,Pre,0,700,1.533,
CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,Pre,0,700,1.786,
CNSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,N,8.368,0.01,Pre,0,2800,0.54,
CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,Pre,0,2800,1.051,
CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,Pre,0,400,0.149,
CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,Pre,0,280,1.659,
CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,Pre,0,280,0.825,
CNSE22,400_28_3,28,400_28,405.52,28,cur,S,E,N,8.415,6.00E-03,Pre,0,400,0.493,
CNSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,N,10.615,5.00E-03,Pre,0,700,1.461,
CNSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,N,12.69,9.00E-03,Pre,0,2800,1.829,
CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,Pre,0,700,1.33,
CNSF13,700_28_3,28.1,700_28,689.5,28,eoc,S,F,N,8.722,7.00E-03,Pre,0,700,0.793,
CNSF15,2800_31_3,31,2800_31,3295.97,31,ext,S,F,N,10.255,8.00E-03,Pre,0,2800,0.936,
CNSF20,400_28_3,28,400_28,405.52,28,cur,S,F,N,6.942,8.00E-03,Pre,0,400,0.199,
CNSF25,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,N,9.462,8.00E-03,Pre,0,2800,0.892,
CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,Pre,0,280,0.811,
CNTA11,400_28_1,28,400_28,408.25,28,cur,T,A,N,13.82,4.00E-03,Pre,0,400,0.005,
CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,Pre,0,280,0.578,
CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,Pre,0,400,0.493,
CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,Pre,0,700,0.499,
CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,Pre,0,700,0.6,
CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,Pre,0,2800,0.358,
CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,Pre,0,400,0.311,
CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,Pre,0,700,0.547,
CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,Pre,0,2800,0.221,
CNTB2,280_28_1,28,280_28,302.69,28,pre,T,B,N,19.043,4.00E-03,Pre,0,280,0.561,
CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,Pre,0,700,0.245,
CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,Pre,0,2800,0.342,
CNTB9,400_28_1,28,400_28,408.25,28,cur,T,B,N,15.733,5.00E-03,Pre,0,400,0.153,
CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,Pre,0,280,0.591,
CNTC2,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,20.371,5.00E-03,Pre,0,280,0.474,
CNTC21,400_28_2,28.1,400_28,400.02,28,cur,T,C,N,9.533,7.00E-03,Pre,0,400,0.071,
CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,Pre,0,400,0.412,
CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,Pre,0,700,0.344,
CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,Pre,0,700,0.654,
CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,Pre,0,2800,0.135,
CNTD1,280_31_2,30.9,280_31,286.61,31,pre,T,D,N,17.389,4.00E-03,Pre,0,280,0.552,
CNTD13,400_28_2,28.1,400_28,400.02,28,cur,T,D,N,10.053,5.00E-03,Pre,0,400,0.158,
CNTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,N,20.952,3.00E-03,Pre,0,280,0.533,
CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,Pre,0,400,0.403,
CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,Pre,0,700,0.438,
CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,Pre,0,700,0.718,
CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,Pre,0,2800,0.217,
CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,Pre,0,2800,0.526,
CNTE10,400_28_3,28,400_28,405.52,28,cur,T,E,N,30.207,0.01,Pre,0,400,0.222,
CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,Pre,0,280,0.898,
CNTE2,280_28_3,27.9,280_28,317.27,28,pre,T,E,N,13.619,6.00E-03,Pre,0,280,0.606,
CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,Pre,0,400,0.898,
CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,Pre,0,700,0.707,
CNTE6,700_28_3,28.1,700_28,689.5,28,eoc,T,E,N,30.319,7.00E-03,Pre,0,700,0.809,
CNTE8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,E,N,22.085,8.00E-03,Pre,0,2800,0.668,
CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,Pre,0,280,0.488,
CNTF2,280_28_3,27.9,280_28,317.27,28,pre,T,F,N,26.052,5.00E-03,Pre,0,280,0.613,
CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,Pre,0,400,0.305,
CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,Pre,0,700,0.19,
CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,Pre,0,700,0.616,
CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,Pre,0,2800,0.202,
CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,Pre,0,2800,0.239,
CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,Pre,NA,400,NA,
CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,Pre,NA,700,NA,
CFSB3,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,F,9.702,3.00E-03,Pre,NA,2800,NA,
CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,Pre,NA,280,NA,
CNAF10,400_28_3,28,400_28,405.52,28,cur,A,F,N,7.282,4.00E-03,Pre,NA,400,NA,
CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,Pre,NA,280,NA,
CNSA7,2800_28_1,28.1,2800_28,3369.78,28,ext,S,A,N,7.103,4.00E-03,Pre,NA,2800,NA,
CNSB16,400_31_3,31.1,400_31,459.07,31,cur,S,B,N,11.49,9.00E-03,Pre,NA,400,NA,
CNSE20,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,11.112,7.00E-03,Pre,NA,400,NA,
CNSE21,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,9.522,5.00E-03,Pre,NA,400,NA,
CNSE23,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,N,10.929,8.00E-03,Pre,NA,2800,NA,
CNSF23,280_28_3,27.9,280_28,317.27,28,pre,S,F,N,7.566,7.00E-03,Pre,NA,280,NA,
CNSF24,280_31_3,30.9,280_31,291.58,31,pre,S,F,N,11.243,5.00E-03,Pre,NA,280,NA,
CNTC10,280_28_3,27.9,280_28,317.27,28,pre,T,C,N,5.395,3.00E-03,Pre,NA,280,NA,
CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,Pre,NA,2800,NA,
CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,Pre,NA,2800,NA,
CNTC16,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,7.669,5.00E-03,Pre,NA,280,NA,
CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,Pre,NA,280,NA,
CNTC22,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,10.661,6.00E-03,Pre,NA,280,NA,
CNTD15,280_28_3,27.9,280_28,317.27,28,pre,T,D,N,3.641,5.00E-03,Pre,NA,280,NA,
CNTE12,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,15.083,7.00E-03,Pre,NA,280,NA,
