coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate2,fpco2,rate,gross
CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,T60,0,280,0.242,
CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,T60,0,400,-0.121,
CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,T60,0,700,-0.617,
CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,T60,0,700,0.095,
CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,T60,0,2800,-2.196,
CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,T60,0,2800,-1.068,
CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,T60,0,280,1.005,
CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,T60,0,280,3.527,
CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,T60,0,400,0.43,
CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,T60,0,700,0.054,
CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,T60,0,700,1.037,
CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,T60,0,2800,0.304,
CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,T60,0,2800,0.662,
CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,T60,0,280,0.235,
CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,T60,0,2800,-0.172,
CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,T60,0,280,2.457,
CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,T60,0,400,-1.407,
CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,T60,0,700,0.105,
CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,T60,0,700,2.896,
CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,T60,0,2800,0.715,
CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,T60,0,280,0.459,
CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,T60,0,280,3.076,
CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,T60,0,700,0.731,
CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,T60,0,700,1.599,
CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,T60,0,2800,-0.472,
CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,T60,0,2800,1.081,
CNSA1,280_31_1,31,280_31,286.83,31,pre,S,A,N,9.448,6.00E-03,T60,0,280,1.148,
CNSA17,400_28_1,28,400_28,408.25,28,cur,S,A,N,6.707,6.00E-03,T60,0,400,0.397,
CNSA18,2800_31_1,30.9,2800_31,3258.29,31,ext,S,A,N,8.888,4.00E-03,T60,0,2800,0.062,
CNSA5,700_31_1,30.9,700_31,666.85,31,eoc,S,A,N,8.813,6.00E-03,T60,0,700,0.744,
CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,T60,0,700,0.904,
CNSA7,2800_28_1,28.1,2800_28,3369.78,28,ext,S,A,N,7.103,4.00E-03,T60,0,2800,0.233,
CNSB1,280_31_1,31,280_31,286.83,31,pre,S,B,N,11.196,0.01,T60,0,280,1.681,
CNSB16,400_31_3,31.1,400_31,459.07,31,cur,S,B,N,11.49,9.00E-03,T60,0,400,2.118,
CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,T60,0,280,2.127,
CNSB20,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,N,6.394,6.00E-03,T60,0,2800,1.371,
CNSB3,400_31_1,31.1,400_31,434.02,31,cur,S,B,N,11.577,7.00E-03,T60,0,400,1.673,
CNSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,N,11.107,0.01,T60,0,700,1.109,
CNSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,N,10.674,8.00E-03,T60,0,700,1.562,
CNSB7,400_28_1,28,400_28,408.25,28,cur,S,B,N,12.183,7.00E-03,T60,0,400,1.123,
CNSB8,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,N,9.859,0.01,T60,0,2800,1.082,
CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,T60,0,400,-0.302,
CNSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,N,7.851,5.00E-03,T60,0,400,0.781,
CNSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,N,9.474,7.00E-03,T60,0,700,1.391,
CNSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,N,10.399,0.01,T60,0,700,1.521,
CNSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,N,9.315,6.00E-03,T60,0,2800,0.599,
CNSC8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,N,8.767,7.00E-03,T60,0,2800,-2.202,
CNSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,N,9.161,8.00E-03,T60,0,280,0.85,
CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,T60,0,280,1.562,
CNSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,N,9.112,8.00E-03,T60,0,400,1.473,
CNSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,N,10.957,0.01,T60,0,700,0.694,
CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,T60,0,700,1.531,
CNSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,N,8.368,0.01,T60,0,2800,1.003,
CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,T60,0,2800,0.726,
CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,T60,0,400,1.376,
CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,T60,0,280,1.149,
CNSE20,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,11.112,7.00E-03,T60,0,400,1.6,
CNSE21,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,9.522,5.00E-03,T60,0,400,1.371,
CNSE22,400_28_3,28,400_28,405.52,28,cur,S,E,N,8.415,6.00E-03,T60,0,400,3.123,
CNSE23,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,N,10.929,8.00E-03,T60,0,2800,0.589,
CNSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,N,10.615,5.00E-03,T60,0,700,0.277,
CNSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,N,12.69,9.00E-03,T60,0,2800,0.551,
CNSF13,700_28_3,28.1,700_28,689.5,28,eoc,S,F,N,8.722,7.00E-03,T60,0,700,1.068,
CNSF15,2800_31_3,31,2800_31,3295.97,31,ext,S,F,N,10.255,8.00E-03,T60,0,2800,1.596,
CNSF20,400_28_3,28,400_28,405.52,28,cur,S,F,N,6.942,8.00E-03,T60,0,400,2.545,
CNSF23,280_28_3,27.9,280_28,317.27,28,pre,S,F,N,7.566,7.00E-03,T60,0,280,1.944,
CNSF24,280_31_3,30.9,280_31,291.58,31,pre,S,F,N,11.243,5.00E-03,T60,0,280,0.627,
CNSF25,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,N,9.462,8.00E-03,T60,0,2800,0.738,
CNTA11,400_28_1,28,400_28,408.25,28,cur,T,A,N,13.82,4.00E-03,T60,0,400,0.22,
CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,T60,0,2800,-0.277,
CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,T60,0,700,0.012,
CNTB2,280_28_1,28,280_28,302.69,28,pre,T,B,N,19.043,4.00E-03,T60,0,280,0.073,
CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,T60,0,2800,-0.352,
CNTB9,400_28_1,28,400_28,408.25,28,cur,T,B,N,15.733,5.00E-03,T60,0,400,0.264,
CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,T60,0,280,0.053,
CNTC10,280_28_3,27.9,280_28,317.27,28,pre,T,C,N,5.395,3.00E-03,T60,0,280,0.298,
CNTC16,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,7.669,5.00E-03,T60,0,280,0.426,
CNTC2,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,20.371,5.00E-03,T60,0,280,0.139,
CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,T60,0,280,0.083,
CNTC21,400_28_2,28.1,400_28,400.02,28,cur,T,C,N,9.533,7.00E-03,T60,0,400,0.046,
CNTC22,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,10.661,6.00E-03,T60,0,280,0.116,
CNTD1,280_31_2,30.9,280_31,286.61,31,pre,T,D,N,17.389,4.00E-03,T60,0,280,0.249,
CNTD13,400_28_2,28.1,400_28,400.02,28,cur,T,D,N,10.053,5.00E-03,T60,0,400,0.242,
CNTD15,280_28_3,27.9,280_28,317.27,28,pre,T,D,N,3.641,5.00E-03,T60,0,280,0.456,
CNTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,N,20.952,3.00E-03,T60,0,280,0.197,
CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,T60,0,700,-0.022,
CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,T60,0,700,0.046,
CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,T60,0,2800,-0.232,
CNTE10,400_28_3,28,400_28,405.52,28,cur,T,E,N,30.207,0.01,T60,0,400,0.696,
CNTE12,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,15.083,7.00E-03,T60,0,280,0.355,
CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,T60,0,280,0.18,
CNTE2,280_28_3,27.9,280_28,317.27,28,pre,T,E,N,13.619,6.00E-03,T60,0,280,0.114,
CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,T60,0,700,0.037,
CNTE6,700_28_3,28.1,700_28,689.5,28,eoc,T,E,N,30.319,7.00E-03,T60,0,700,0.085,
CNTE8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,E,N,22.085,8.00E-03,T60,0,2800,-0.242,
CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,T60,0,280,0.073,
CNTF2,280_28_3,27.9,280_28,317.27,28,pre,T,F,N,26.052,5.00E-03,T60,0,280,0.066,
CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,T60,0,700,0.088,
CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,T60,0,2800,-0.138,
CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,T60,NA,2800,NA,
CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,T60,NA,280,NA,
CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,T60,NA,2800,NA,
CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,T60,NA,2800,NA,
CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,T60,NA,280,NA,
CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,T60,NA,2800,NA,
CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,T60,NA,700,NA,
CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,T60,NA,400,NA,
CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,T60,NA,280,NA,
CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,T60,NA,400,NA,
CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,T60,NA,2800,NA,
CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,T60,NA,2800,NA,
CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,T60,NA,2800,NA,
CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,T60,NA,400,NA,
CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,T60,NA,280,NA,
CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,T60,NA,700,NA,
CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,T60,NA,400,NA,
CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,T60,NA,700,NA,
CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,T60,NA,400,NA,
CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,T60,NA,280,NA,
CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,T60,NA,280,NA,
CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,T60,NA,400,NA,
CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,T60,NA,700,NA,
CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,T60,NA,2800,NA,
CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,T60,NA,400,NA,
CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,T60,NA,400,NA,
CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,T60,NA,700,NA,
CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,T60,NA,700,NA,
CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,T60,NA,2800,NA,
CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,T60,NA,400,NA,
CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,T60,NA,400,NA,
CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,T60,NA,400,NA,
CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,T60,NA,700,NA,
CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,T60,NA,2800,NA,
CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,T60,NA,700,NA,
CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,T60,NA,700,NA,
CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,T60,NA,280,NA,
CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,T60,NA,2800,NA,
CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,T60,NA,280,NA,
CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,T60,NA,280,NA,
CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,T60,NA,400,NA,
CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,T60,NA,2800,NA,
CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,T60,NA,280,NA,
CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,T60,NA,400,NA,
CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,T60,NA,400,NA,
CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,T60,NA,400,NA,
CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,T60,NA,400,NA,
CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,T60,NA,400,NA,
CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,T60,NA,400,NA,
CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,T60,NA,280,NA,
CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,T60,NA,280,NA,
CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,T60,NA,700,NA,
CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,T60,NA,280,NA,
CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,T60,NA,280,NA,
CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,T60,NA,400,NA,
CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,T60,NA,700,NA,
CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,T60,NA,700,NA,
CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,T60,NA,400,NA,
CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,T60,NA,2800,NA,
CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,T60,NA,700,NA,
CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,T60,NA,2800,NA,
CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,T60,NA,2800,NA,
CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,T60,NA,400,NA,
CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,T60,NA,700,NA,
CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,T60,NA,700,NA,
CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,T60,NA,2800,NA,
CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,T60,NA,400,NA,
CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,T60,NA,2800,NA,
CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,T60,NA,400,NA,
CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,T60,NA,400,NA,
CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,T60,NA,700,NA,
CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,T60,NA,2800,NA,
CFAA1,280_31_1,31,280_31,286.83,31,pre,A,A,F,10.547,7.00E-03,T30,0,280,0.881,
CFAA14,400_28_1,28,400_28,408.25,28,cur,A,A,F,10.418,4.00E-03,T30,0,400,0.247,
CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,T30,0,280,0.273,
CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,T30,0,400,0.422,
CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,T30,0,700,1.387,
CFAA6,700_28_1,28,700_28,707.6,28,eoc,A,A,F,12.19,3.00E-03,T30,0,700,0.434,
CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,T30,0,2800,-0.37,
CFAA8,2800_28_1,28.1,2800_28,3369.78,28,ext,A,A,F,11.967,3.00E-03,T30,0,2800,-0.527,
CFAB11,700_28_1,28,700_28,707.6,28,eoc,A,B,F,10.074,3.00E-03,T30,0,700,0.234,
CFAB18,400_28_1,28,400_28,408.25,28,cur,A,B,F,9.132,5.00E-03,T30,0,400,1.284,
CFAB2,280_28_1,28,280_28,302.69,28,pre,A,B,F,10.698,4.00E-03,T30,0,280,0.401,
CFAB3,400_31_1,31.1,400_31,434.02,31,cur,A,B,F,11.497,4.00E-03,T30,0,400,0.292,
CFAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,F,11.136,3.00E-03,T30,0,700,0.315,
CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,T30,0,2800,-0.306,
CFAB8,2800_28_1,28.1,2800_28,3369.78,28,ext,A,B,F,9.958,2.00E-03,T30,0,2800,-0.097,
CFAC1,280_31_2,30.9,280_31,286.61,31,pre,A,C,F,8.561,4.00E-03,T30,0,280,0.62,
CFAC12,400_28_2,28.1,400_28,400.02,28,cur,A,C,F,9.083,2.00E-03,T30,0,400,-1.243,
CFAC2,280_28_2,27.9,280_28,314.65,28,pre,A,C,F,9.69,4.00E-03,T30,0,280,0.568,
CFAC3,400_31_2,31.1,400_31,447.02,31,cur,A,C,F,10.757,3.00E-03,T30,0,400,0.086,
CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,T30,0,700,0.828,
CFAC6,700_28_2,28.1,700_28,707.17,28,eoc,A,C,F,10.222,5.00E-03,T30,0,700,0.49,
CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,T30,0,2800,-1.076,
CFAC8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,C,F,9.302,3.00E-03,T30,0,2800,1.492,
CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,T30,0,280,-0.572,
CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,T30,0,400,0.236,
CFAD2,280_28_2,27.9,280_28,314.65,28,pre,A,D,F,8.646,4.00E-03,T30,0,280,0.107,
CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,T30,0,400,-0.718,
CFAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,F,9.903,3.00E-03,T30,0,700,0.852,
CFAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,F,8.446,5.00E-03,T30,0,700,-0.753,
CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,T30,0,2800,-2.018,
CFAD8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,D,F,9.366,5.00E-03,T30,0,2800,-0.697,
CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,T30,0,400,0.617,
CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,T30,0,280,0.107,
CFAE15,280_28_3,27.9,280_28,317.27,28,pre,A,E,F,8.097,5.00E-03,T30,0,280,-0.23,
CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,T30,0,700,-0.407,
CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,T30,0,700,-0.351,
CFAE8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,E,F,11.355,3.00E-03,T30,0,2800,-1.046,
CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,T30,0,280,0.306,
CFAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,F,10.805,5.00E-03,T30,0,280,0.45,
CFAF3,400_31_3,31.1,400_31,459.07,31,cur,A,F,F,10.534,3.00E-03,T30,0,400,-0.258,
CFAF5,700_31_3,30.9,700_31,675.24,31,eoc,A,F,F,10.342,4.00E-03,T30,0,700,-0.083,
CFAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,F,10.115,7.00E-03,T30,0,700,0.113,
CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,T30,0,2800,-0.826,
CFAF8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,F,F,9.643,5.00E-03,T30,0,2800,-0.293,
CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,T30,0,400,0.769,
CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,T30,0,280,1.487,
CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,T30,0,2800,0.447,
CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,T30,0,400,0.427,
CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,T30,0,280,1.794,
CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,T30,0,280,2.258,
CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,T30,0,700,1.067,
CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,T30,0,280,2.207,
CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,T30,0,2800,-0.199,
CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,T30,0,400,0.682,
CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,T30,0,700,1.327,
CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,T30,0,700,1.622,
CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,T30,0,2800,0.378,
CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,T30,0,2800,0.282,
CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,T30,0,700,1.421,
CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,T30,0,400,0.805,
CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,T30,0,2800,1.245,
CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,T30,0,280,2.175,
CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,T30,0,400,0.767,
CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,T30,0,700,1.052,
CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,T30,0,700,2.013,
CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,T30,0,2800,-0.78,
CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,T30,0,280,0.552,
CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,T30,0,280,-0.28,
CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,T30,0,400,-0.123,
CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,T30,0,280,1.725,
CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,T30,0,700,-0.15,
CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,T30,0,280,1.746,
CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,T30,0,700,1.801,
CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,T30,0,2800,-0.652,
CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,T30,0,400,-0.165,
CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,T30,0,280,0.476,
